item_id,scoring_system,condition,model,reasoning,raw_output,parsed_answer,determinable_case,correct,input_tokens,output_tokens,reasoning_tokens
IT067,Bishop Score,irr_to_und_matched,Qwen3.5-27B,off,B,B,B,1,169.0,2.0,0.0
IT067,Bishop Score,rel_to_det,Qwen3.5-27B,off,B,B,B,1,160.0,2.0,0.0
IT067,Bishop Score,rel_to_und,Qwen3.5-27B,off,B,B,B,1,156.0,2.0,0.0
IT069,Bishop Score,baseline,Qwen3.5-27B,off,A,A,A,1,158.0,2.0,0.0
IT069,Bishop Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,A,1,198.0,2.0,0.0
IT069,Bishop Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,A,1,279.0,1.0,0.0
IT069,Bishop Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,165.0,2.0,0.0
IT069,Bishop Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,209.0,2.0,0.0
IT069,Bishop Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,279.0,2.0,0.0
IT069,Bishop Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,176.0,2.0,0.0
IT069,Bishop Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,163.0,2.0,0.0
IT069,Bishop Score,rel_to_und,Qwen3.5-27B,off,A,A,A,1,163.0,2.0,0.0
IT071,Bishop Score,baseline,Qwen3.5-27B,off,B,B,A,0,158.0,1.0,0.0
IT071,Bishop Score,irr_to_det_2x,Qwen3.5-27B,off,B,B,A,0,198.0,1.0,0.0
IT071,Bishop Score,irr_to_det_4x,Qwen3.5-27B,off,B,B,A,0,279.0,1.0,0.0
IT071,Bishop Score,irr_to_det_matched,Qwen3.5-27B,off,B,B,A,0,165.0,2.0,0.0
IT071,Bishop Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,198.0,2.0,0.0
IT071,Bishop Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,279.0,2.0,0.0
IT071,Bishop Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,165.0,2.0,0.0
IT071,Bishop Score,rel_to_det,Qwen3.5-27B,off,B,B,A,0,164.0,1.0,0.0
IT071,Bishop Score,rel_to_und,Qwen3.5-27B,off,B,B,A,0,167.0,2.0,0.0
IT073,Bishop Score,baseline,Qwen3.5-27B,off,B,B,B,1,153.0,2.0,0.0
IT073,Bishop Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,B,0,193.0,2.0,0.0
IT073,Bishop Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,B,0,274.0,2.0,0.0
IT073,Bishop Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,B,0,160.0,1.0,0.0
IT073,Bishop Score,irr_to_und_2x,Qwen3.5-27B,off,B,B,B,1,204.0,2.0,0.0
IT073,Bishop Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,B,0,274.0,2.0,0.0
IT073,Bishop Score,irr_to_und_matched,Qwen3.5-27B,off,B,B,B,1,160.0,2.0,0.0
IT073,Bishop Score,rel_to_det,Qwen3.5-27B,off,B,B,B,1,158.0,2.0,0.0
IT073,Bishop Score,rel_to_und,Qwen3.5-27B,off,B,B,B,1,158.0,2.0,0.0
IT076,Bishop Score,baseline,Qwen3.5-27B,off,A,A,B,0,157.0,2.0,0.0
IT076,Bishop Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,B,0,208.0,2.0,0.0
IT076,Bishop Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,B,0,278.0,2.0,0.0
IT076,Bishop Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,B,0,175.0,2.0,0.0
IT076,Bishop Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,B,0,197.0,2.0,0.0
IT076,Bishop Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,B,0,289.0,2.0,0.0
IT076,Bishop Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,B,0,175.0,2.0,0.0
IT076,Bishop Score,rel_to_det,Qwen3.5-27B,off,A,A,B,0,167.0,1.0,0.0
IT076,Bishop Score,rel_to_und,Qwen3.5-27B,off,A,A,B,0,166.0,1.0,0.0
IT080,Bishop Score,baseline,Qwen3.5-27B,off,A,A,B,0,159.0,2.0,0.0
IT080,Bishop Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,B,0,199.0,1.0,0.0
IT080,Bishop Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,B,0,280.0,2.0,0.0
IT080,Bishop Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,B,0,177.0,2.0,0.0
IT080,Bishop Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,B,0,199.0,2.0,0.0
IT080,Bishop Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,B,0,280.0,2.0,0.0
IT080,Bishop Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,B,0,166.0,2.0,0.0
IT080,Bishop Score,rel_to_det,Qwen3.5-27B,off,A,A,B,0,166.0,2.0,0.0
IT080,Bishop Score,rel_to_und,Qwen3.5-27B,off,A,A,B,0,164.0,2.0,0.0
IT081,Bishop Score,baseline,Qwen3.5-27B,off,A,A,A,1,151.0,1.0,0.0
IT081,Bishop Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,A,1,191.0,2.0,0.0
IT081,Bishop Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,A,1,272.0,1.0,0.0
IT081,Bishop Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,158.0,2.0,0.0
IT081,Bishop Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,202.0,2.0,0.0
IT081,Bishop Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,283.0,2.0,0.0
IT081,Bishop Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,158.0,2.0,0.0
IT081,Bishop Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,157.0,2.0,0.0
IT081,Bishop Score,rel_to_und,Qwen3.5-27B,off,A,A,A,1,158.0,2.0,0.0
IT083,Bishop Score,baseline,Qwen3.5-27B,off,A,A,A,1,153.0,1.0,0.0
IT083,Bishop Score,irr_to_det_2x,Qwen3.5-27B,off,B,B,A,0,204.0,2.0,0.0
IT083,Bishop Score,irr_to_det_4x,Qwen3.5-27B,off,B,B,A,0,274.0,2.0,0.0
IT083,Bishop Score,irr_to_det_matched,Qwen3.5-27B,off,B,B,A,0,160.0,2.0,0.0
IT083,Bishop Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,193.0,2.0,0.0
IT083,Bishop Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,274.0,2.0,0.0
IT083,Bishop Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,160.0,2.0,0.0
IT083,Bishop Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,163.0,2.0,0.0
IT083,Bishop Score,rel_to_und,Qwen3.5-27B,off,A,A,A,1,158.0,2.0,0.0
IT085,Blatchford Score,baseline,Qwen3.5-27B,off,A,A,A,1,160.0,2.0,0.0
IT085,Blatchford Score,irr_to_det_2x,Qwen3.5-27B,off,B,B,A,0,207.0,1.0,0.0
IT085,Blatchford Score,irr_to_det_4x,Qwen3.5-27B,off,B,B,A,0,290.0,2.0,0.0
IT085,Blatchford Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,169.0,1.0,0.0
IT085,Blatchford Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,207.0,2.0,0.0
IT085,Blatchford Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,301.0,2.0,0.0
IT085,Blatchford Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,169.0,2.0,0.0
IT085,Blatchford Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,171.0,2.0,0.0
IT085,Blatchford Score,rel_to_und,Qwen3.5-27B,off,A,A,A,1,166.0,2.0,0.0
IT086,Blatchford Score,baseline,Qwen3.5-27B,off,A,A,A,1,147.0,2.0,0.0
IT086,Blatchford Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,A,1,194.0,2.0,0.0
IT086,Blatchford Score,irr_to_det_4x,Qwen3.5-27B,off,B,B,A,0,277.0,2.0,0.0
IT086,Blatchford Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,156.0,2.0,0.0
IT086,Blatchford Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,205.0,2.0,0.0
IT086,Blatchford Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,277.0,2.0,0.0
IT086,Blatchford Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,156.0,2.0,0.0
IT086,Blatchford Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,152.0,2.0,0.0
IT086,Blatchford Score,rel_to_und,Qwen3.5-27B,off,A,A,A,1,158.0,2.0,0.0
IT088,Blatchford Score,baseline,Qwen3.5-27B,off,A,A,B,0,177.0,2.0,0.0
IT088,Blatchford Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,B,0,224.0,1.0,0.0
IT088,Blatchford Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,B,0,307.0,2.0,0.0
IT088,Blatchford Score,irr_to_det_matched,Qwen3.5-27B,off,B,B,B,1,197.0,2.0,0.0
IT088,Blatchford Score,irr_to_und_2x,Qwen3.5-27B,off,B,B,B,1,224.0,2.0,0.0
IT088,Blatchford Score,irr_to_und_4x,Qwen3.5-27B,off,B,B,B,1,307.0,2.0,0.0
IT088,Blatchford Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,B,0,186.0,2.0,0.0
IT088,Blatchford Score,rel_to_det,Qwen3.5-27B,off,B,B,B,1,183.0,2.0,0.0
IT088,Blatchford Score,rel_to_und,Qwen3.5-27B,off,B,B,B,1,181.0,2.0,0.0
IT089,Blatchford Score,baseline,Qwen3.5-27B,off,B,B,B,1,200.0,2.0,0.0
IT089,Blatchford Score,irr_to_det_2x,Qwen3.5-27B,off,B,B,B,1,247.0,1.0,0.0
IT089,Blatchford Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,B,0,330.0,2.0,0.0
IT089,Blatchford Score,irr_to_det_matched,Qwen3.5-27B,off,B,B,B,1,209.0,2.0,0.0
IT089,Blatchford Score,irr_to_und_2x,Qwen3.5-27B,off,B,B,B,1,247.0,2.0,0.0
IT089,Blatchford Score,irr_to_und_4x,Qwen3.5-27B,off,B,B,B,1,330.0,1.0,0.0
IT089,Blatchford Score,irr_to_und_matched,Qwen3.5-27B,off,B,B,B,1,209.0,2.0,0.0
IT089,Blatchford Score,rel_to_det,Qwen3.5-27B,off,B,B,B,1,207.0,2.0,0.0
IT089,Blatchford Score,rel_to_und,Qwen3.5-27B,off,B,B,B,1,204.0,2.0,0.0
IT097,Blatchford Score,baseline,Qwen3.5-27B,off,A,A,B,0,151.0,2.0,0.0
IT097,Blatchford Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,B,0,198.0,2.0,0.0
IT097,Blatchford Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,B,0,281.0,1.0,0.0
IT097,Blatchford Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,B,0,160.0,2.0,0.0
IT097,Blatchford Score,irr_to_und_2x,Qwen3.5-27B,off,B,B,B,1,209.0,2.0,0.0
IT097,Blatchford Score,irr_to_und_4x,Qwen3.5-27B,off,B,B,B,1,292.0,2.0,0.0
IT097,Blatchford Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,B,0,160.0,2.0,0.0
IT097,Blatchford Score,rel_to_det,Qwen3.5-27B,off,B,B,B,1,163.0,1.0,0.0
IT097,Blatchford Score,rel_to_und,Qwen3.5-27B,off,A,A,B,0,157.0,2.0,0.0
IT101,Blatchford Score,baseline,Qwen3.5-27B,off,A,A,A,1,178.0,1.0,0.0
IT101,Blatchford Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,A,1,236.0,2.0,0.0
IT101,Blatchford Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,A,1,308.0,2.0,0.0
IT101,Blatchford Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,198.0,2.0,0.0
IT101,Blatchford Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,236.0,2.0,0.0
IT101,Blatchford Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,319.0,2.0,0.0
IT101,Blatchford Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,187.0,1.0,0.0
IT101,Blatchford Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,188.0,2.0,0.0
IT101,Blatchford Score,rel_to_und,Qwen3.5-27B,off,A,A,A,1,189.0,1.0,0.0
IT104,Blatchford Score,baseline,Qwen3.5-27B,off,A,A,A,1,158.0,1.0,0.0
IT104,Blatchford Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,A,1,205.0,2.0,0.0
IT104,Blatchford Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,A,1,288.0,1.0,0.0
IT104,Blatchford Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,167.0,1.0,0.0
IT104,Blatchford Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,205.0,2.0,0.0
IT104,Blatchford Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,288.0,2.0,0.0
IT104,Blatchford Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,178.0,2.0,0.0
IT104,Blatchford Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,170.0,1.0,0.0
IT104,Blatchford Score,rel_to_und,Qwen3.5-27B,off,B,B,A,0,171.0,2.0,0.0
IT108,Blatchford Score,baseline,Qwen3.5-27B,off,B,B,B,1,171.0,2.0,0.0
IT108,Blatchford Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,B,0,218.0,2.0,0.0
IT108,Blatchford Score,irr_to_det_4x,Qwen3.5-27B,off,B,B,B,1,301.0,1.0,0.0
IT108,Blatchford Score,irr_to_det_matched,Qwen3.5-27B,off,B,B,B,1,180.0,2.0,0.0
IT108,Blatchford Score,irr_to_und_2x,Qwen3.5-27B,off,B,B,B,1,218.0,2.0,0.0
IT108,Blatchford Score,irr_to_und_4x,Qwen3.5-27B,off,B,B,B,1,301.0,2.0,0.0
IT108,Blatchford Score,irr_to_und_matched,Qwen3.5-27B,off,B,B,B,1,180.0,2.0,0.0
IT108,Blatchford Score,rel_to_det,Qwen3.5-27B,off,B,B,B,1,182.0,2.0,0.0
IT108,Blatchford Score,rel_to_und,Qwen3.5-27B,off,B,B,B,1,176.0,2.0,0.0
IT116,CHA2DS2-VASc Score,baseline,Qwen3.5-27B,off,B,B,B,1,177.0,2.0,0.0
IT116,CHA2DS2-VASc Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,B,0,235.0,2.0,0.0
IT116,CHA2DS2-VASc Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,B,0,335.0,2.0,0.0
IT116,CHA2DS2-VASc Score,irr_to_det_matched,Qwen3.5-27B,off,B,B,B,1,184.0,2.0,0.0
IT116,CHA2DS2-VASc Score,irr_to_und_2x,Qwen3.5-27B,off,B,B,B,1,224.0,2.0,0.0
IT116,CHA2DS2-VASc Score,irr_to_und_4x,Qwen3.5-27B,off,B,B,B,1,324.0,2.0,0.0
IT116,CHA2DS2-VASc Score,irr_to_und_matched,Qwen3.5-27B,off,B,B,B,1,184.0,2.0,0.0
IT116,CHA2DS2-VASc Score,rel_to_det,Qwen3.5-27B,off,B,B,B,1,183.0,2.0,0.0
IT116,CHA2DS2-VASc Score,rel_to_und,Qwen3.5-27B,off,B,B,B,1,182.0,2.0,0.0
IT123,CHA2DS2-VASc Score,baseline,Qwen3.5-27B,off,B,B,B,1,183.0,2.0,0.0
IT123,CHA2DS2-VASc Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,B,0,230.0,2.0,0.0
IT123,CHA2DS2-VASc Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,B,0,330.0,2.0,0.0
IT123,CHA2DS2-VASc Score,irr_to_det_matched,Qwen3.5-27B,off,B,B,B,1,201.0,2.0,0.0
IT123,CHA2DS2-VASc Score,irr_to_und_2x,Qwen3.5-27B,off,B,B,B,1,230.0,2.0,0.0
IT123,CHA2DS2-VASc Score,irr_to_und_4x,Qwen3.5-27B,off,B,B,B,1,341.0,2.0,0.0
IT123,CHA2DS2-VASc Score,irr_to_und_matched,Qwen3.5-27B,off,B,B,B,1,190.0,2.0,0.0
IT123,CHA2DS2-VASc Score,rel_to_det,Qwen3.5-27B,off,B,B,B,1,188.0,2.0,0.0
IT123,CHA2DS2-VASc Score,rel_to_und,Qwen3.5-27B,off,B,B,B,1,187.0,2.0,0.0
IT127,CHA2DS2-VASc Score,baseline,Qwen3.5-27B,off,A,A,A,1,185.0,2.0,0.0
IT127,CHA2DS2-VASc Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,A,1,243.0,2.0,0.0
IT127,CHA2DS2-VASc Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,A,1,332.0,1.0,0.0
IT127,CHA2DS2-VASc Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,203.0,2.0,0.0
IT127,CHA2DS2-VASc Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,232.0,2.0,0.0
IT127,CHA2DS2-VASc Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,332.0,1.0,0.0
IT127,CHA2DS2-VASc Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,203.0,2.0,0.0
IT127,CHA2DS2-VASc Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,189.0,1.0,0.0
IT127,CHA2DS2-VASc Score,rel_to_und,Qwen3.5-27B,off,A,A,A,1,191.0,2.0,0.0
IT128,CHA2DS2-VASc Score,baseline,Qwen3.5-27B,off,B,B,B,1,187.0,2.0,0.0
IT128,CHA2DS2-VASc Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,B,0,245.0,2.0,0.0
IT128,CHA2DS2-VASc Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,B,0,334.0,1.0,0.0
IT128,CHA2DS2-VASc Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,B,0,194.0,2.0,0.0
IT128,CHA2DS2-VASc Score,irr_to_und_2x,Qwen3.5-27B,off,B,B,B,1,245.0,2.0,0.0
IT128,CHA2DS2-VASc Score,irr_to_und_4x,Qwen3.5-27B,off,B,B,B,1,334.0,2.0,0.0
IT128,CHA2DS2-VASc Score,irr_to_und_matched,Qwen3.5-27B,off,B,B,B,1,194.0,2.0,0.0
IT128,CHA2DS2-VASc Score,rel_to_det,Qwen3.5-27B,off,B,B,B,1,191.0,2.0,0.0
IT128,CHA2DS2-VASc Score,rel_to_und,Qwen3.5-27B,off,B,B,B,1,191.0,2.0,0.0
IT131,CHA2DS2-VASc Score,baseline,Qwen3.5-27B,off,A,A,A,1,198.0,2.0,0.0
IT131,CHA2DS2-VASc Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,A,1,256.0,2.0,0.0
IT131,CHA2DS2-VASc Score,irr_to_det_4x,Qwen3.5-27B,off,B,B,A,0,345.0,2.0,0.0
IT131,CHA2DS2-VASc Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,205.0,2.0,0.0
IT131,CHA2DS2-VASc Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,245.0,2.0,0.0
IT131,CHA2DS2-VASc Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,356.0,2.0,0.0
IT131,CHA2DS2-VASc Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,205.0,2.0,0.0
IT131,CHA2DS2-VASc Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,201.0,2.0,0.0
IT131,CHA2DS2-VASc Score,rel_to_und,Qwen3.5-27B,off,A,A,A,1,204.0,1.0,0.0
IT134,CHA2DS2-VASc Score,baseline,Qwen3.5-27B,off,A,A,A,1,175.0,2.0,0.0
IT134,CHA2DS2-VASc Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,A,1,222.0,1.0,0.0
IT134,CHA2DS2-VASc Score,irr_to_det_4x,Qwen3.5-27B,off,B,B,A,0,322.0,2.0,0.0
IT134,CHA2DS2-VASc Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,182.0,2.0,0.0
IT134,CHA2DS2-VASc Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,233.0,2.0,0.0
IT134,CHA2DS2-VASc Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,322.0,2.0,0.0
IT134,CHA2DS2-VASc Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,182.0,2.0,0.0
IT134,CHA2DS2-VASc Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,179.0,1.0,0.0
IT134,CHA2DS2-VASc Score,rel_to_und,Qwen3.5-27B,off,A,A,A,1,180.0,2.0,0.0
IT138,CHA2DS2-VASc Score,baseline,Qwen3.5-27B,off,A,A,A,1,143.0,2.0,0.0
IT138,CHA2DS2-VASc Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,A,1,190.0,2.0,0.0
IT138,CHA2DS2-VASc Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,A,1,290.0,1.0,0.0
IT138,CHA2DS2-VASc Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,150.0,2.0,0.0
IT138,CHA2DS2-VASc Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,190.0,1.0,0.0
IT138,CHA2DS2-VASc Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,290.0,2.0,0.0
IT138,CHA2DS2-VASc Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,150.0,2.0,0.0
IT138,CHA2DS2-VASc Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,149.0,2.0,0.0
IT138,CHA2DS2-VASc Score,rel_to_und,Qwen3.5-27B,off,A,A,A,1,158.0,2.0,0.0
IT140,CHA2DS2-VASc Score,baseline,Qwen3.5-27B,off,B,B,B,1,156.0,2.0,0.0
IT140,CHA2DS2-VASc Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,B,0,214.0,2.0,0.0
IT140,CHA2DS2-VASc Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,B,0,303.0,2.0,0.0
IT140,CHA2DS2-VASc Score,irr_to_det_matched,Qwen3.5-27B,off,B,B,B,1,163.0,2.0,0.0
IT140,CHA2DS2-VASc Score,irr_to_und_2x,Qwen3.5-27B,off,B,B,B,1,203.0,2.0,0.0
IT140,CHA2DS2-VASc Score,irr_to_und_4x,Qwen3.5-27B,off,B,B,B,1,303.0,2.0,0.0
IT140,CHA2DS2-VASc Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,B,0,163.0,2.0,0.0
IT140,CHA2DS2-VASc Score,rel_to_det,Qwen3.5-27B,off,B,B,B,1,160.0,2.0,0.0
IT140,CHA2DS2-VASc Score,rel_to_und,Qwen3.5-27B,off,B,B,B,1,161.0,2.0,0.0
IT148,CHADS2 Score,baseline,Qwen3.5-27B,off,A,A,A,1,141.0,2.0,0.0
IT148,CHADS2 Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,A,1,175.0,2.0,0.0
IT148,CHADS2 Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,A,1,246.0,2.0,0.0
IT148,CHADS2 Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,149.0,2.0,0.0
IT148,CHADS2 Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,186.0,2.0,0.0
IT148,CHADS2 Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,246.0,1.0,0.0
IT148,CHADS2 Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,149.0,2.0,0.0
IT148,CHADS2 Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,149.0,2.0,0.0
IT148,CHADS2 Score,rel_to_und,Qwen3.5-27B,off,A,A,A,1,148.0,2.0,0.0
IT149,CHADS2 Score,baseline,Qwen3.5-27B,off,A,A,A,1,147.0,2.0,0.0
IT149,CHADS2 Score,irr_to_det_2x,Qwen3.5-27B,off,B,B,A,0,181.0,1.0,0.0
IT149,CHADS2 Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,A,1,252.0,2.0,0.0
IT149,CHADS2 Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,166.0,2.0,0.0
IT149,CHADS2 Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,181.0,2.0,0.0
IT149,CHADS2 Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,252.0,2.0,0.0
IT149,CHADS2 Score,irr_to_und_matched,Qwen3.5-27B,off,A,A,A,1,155.0,2.0,0.0
IT149,CHADS2 Score,rel_to_det,Qwen3.5-27B,off,A,A,A,1,155.0,1.0,0.0
IT149,CHADS2 Score,rel_to_und,Qwen3.5-27B,off,A,A,A,1,155.0,2.0,0.0
IT150,CHADS2 Score,baseline,Qwen3.5-27B,off,B,B,B,1,149.0,2.0,0.0
IT150,CHADS2 Score,irr_to_det_2x,Qwen3.5-27B,off,A,A,B,0,183.0,2.0,0.0
IT150,CHADS2 Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,B,0,254.0,1.0,0.0
IT150,CHADS2 Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,B,0,157.0,2.0,0.0
IT150,CHADS2 Score,irr_to_und_2x,Qwen3.5-27B,off,B,B,B,1,183.0,2.0,0.0
IT150,CHADS2 Score,irr_to_und_4x,Qwen3.5-27B,off,B,B,B,1,254.0,2.0,0.0
IT150,CHADS2 Score,irr_to_und_matched,Qwen3.5-27B,off,B,B,B,1,157.0,2.0,0.0
IT150,CHADS2 Score,rel_to_det,Qwen3.5-27B,off,B,B,B,1,154.0,2.0,0.0
IT150,CHADS2 Score,rel_to_und,Qwen3.5-27B,off,B,B,B,1,155.0,1.0,0.0
IT152,CHADS2 Score,baseline,Qwen3.5-27B,off,B,B,B,1,144.0,1.0,0.0
IT152,CHADS2 Score,irr_to_det_2x,Qwen3.5-27B,off,B,B,B,1,178.0,1.0,0.0
IT152,CHADS2 Score,irr_to_det_4x,Qwen3.5-27B,off,B,B,B,1,249.0,1.0,0.0
IT152,CHADS2 Score,irr_to_det_matched,Qwen3.5-27B,off,B,B,B,1,152.0,2.0,0.0
IT152,CHADS2 Score,irr_to_und_2x,Qwen3.5-27B,off,B,B,B,1,189.0,2.0,0.0
IT152,CHADS2 Score,irr_to_und_4x,Qwen3.5-27B,off,B,B,B,1,249.0,2.0,0.0
IT152,CHADS2 Score,irr_to_und_matched,Qwen3.5-27B,off,B,B,B,1,163.0,2.0,0.0
IT152,CHADS2 Score,rel_to_det,Qwen3.5-27B,off,B,B,B,1,149.0,1.0,0.0
IT152,CHADS2 Score,rel_to_und,Qwen3.5-27B,off,B,B,B,1,149.0,2.0,0.0
IT153,CHADS2 Score,baseline,Qwen3.5-27B,off,A,A,A,1,148.0,2.0,0.0
IT153,CHADS2 Score,irr_to_det_2x,Qwen3.5-27B,off,B,B,A,0,182.0,2.0,0.0
IT153,CHADS2 Score,irr_to_det_4x,Qwen3.5-27B,off,A,A,A,1,253.0,2.0,0.0
IT153,CHADS2 Score,irr_to_det_matched,Qwen3.5-27B,off,A,A,A,1,156.0,2.0,0.0
IT153,CHADS2 Score,irr_to_und_2x,Qwen3.5-27B,off,A,A,A,1,182.0,2.0,0.0
IT153,CHADS2 Score,irr_to_und_4x,Qwen3.5-27B,off,A,A,A,1,253.0,1.0,0.0
